Objective,Principle,PrincipleTitle,AreaID,AreaTitle,Status,IGP
B,B2,Identity and Access Control,B2.b,Device Management,Achieved,You perform regular scans to detect unknown devices and investigate any findings.
B,B2,Identity and Access Control,B2.c,Privileged User Management,Not Achieved,"The identities of the individuals with privileged access to network and information systems (infrastructure, platforms, software, configuration etc) supporting your essential function(s) are not known or not managed."
B,B2,Identity and Access Control,B2.c,Privileged User Management,Not Achieved,Privileged user access to network and information systems supporting your essential function(s) is via weak authentication mechanisms (e.g. only simple passwords).
B,B2,Identity and Access Control,B2.c,Privileged User Management,Not Achieved,The list of privileged users has not been reviewed recently (e.g. within the last 12 months).
B,B2,Identity and Access Control,B2.c,Privileged User Management,Not Achieved,Privileged user access is granted on a system-wide basis rather than by role or function(s).
B,B2,Identity and Access Control,B2.c,Privileged User Management,Not Achieved,"Privileged user access to network and information systems supporting your essential function(s) is via generic, shared or default name accounts."
B,B2,Identity and Access Control,B2.c,Privileged User Management,Not Achieved,"Where there are 'always on' terminals which can perform privileged actions (such as in a control room), there are no additional controls (e.g. physical controls) to ensure access is appropriately restricted."
B,B2,Identity and Access Control,B2.c,Privileged User Management,Not Achieved,There is no logical separation between roles that an individual may have and hence the actions they perform (e.g. access to corporate email and privilege user actions).
B,B2,Identity and Access Control,B2.c,Privileged User Management,Partially Achieved,"All privileged user access to network and information systems supporting your essential function(s) requires strong authentication, such as multi-factor authentication (MFA)."
B,B2,Identity and Access Control,B2.c,Privileged User Management,Partially Achieved,"The identities of the individuals with privileged access to network and information systems (infrastructure, platforms, software, configuration etc) supporting your essential function(s) are known and managed. This includes third parties."
B,B2,Identity and Access Control,B2.c,Privileged User Management,Partially Achieved,Activity by privileged users is routinely reviewed and validated (e.g. at least annually).
B,B2,Identity and Access Control,B2.c,Privileged User Management,Partially Achieved,Privileged users are only granted specific privileged user access rights which are essential to their business role or function.
B,B2,Identity and Access Control,B2.c,Privileged User Management,Achieved,Privileged user access to network and information systems supporting your essential function(s) is carried out from dedicated separate accounts that are closely monitored and managed.
B,B2,Identity and Access Control,B2.c,Privileged User Management,Achieved,"The issuing of temporary, time-bound rights for privileged user access and / or external third-party support access is in place."
B,B2,Identity and Access Control,B2.c,Privileged User Management,Achieved,"Privileged user access rights are regularly reviewed and always updated as part of your joiners, movers and leavers process."
B,B2,Identity and Access Control,B2.c,Privileged User Management,Achieved,"All privileged user activity is routinely reviewed, validated and recorded for offline analysis and investigation."
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Not Achieved,Greater access rights are granted than necessary.
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Not Achieved,"Identity validation and requirement for access of a user, device or systems is not carried out."
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Not Achieved,User access rights are not reviewed when users change roles.
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Not Achieved,User access rights remain active when users leave your organisation.
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Not Achieved,Access rights granted to devices or systems to access other devices and systems are not reviewed on a regular basis (at least annually).
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Partially Achieved,You follow a robust procedure to verify each user and issue the minimum required access rights.
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Partially Achieved,You regularly review access rights and those no longer needed are revoked.
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Partially Achieved,"User access rights are reviewed when users change roles via your joiners, leavers and movers process."
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Partially Achieved,"All user, device and system access to the systems supporting the essential function(s) is logged and monitored, but it is not compared to other log data or access records."
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Achieved,"You follow a robust procedure to verify each user and issue the minimum required access rights, and the application of the procedure is regularly audited."
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Achieved,"User access rights are reviewed both when people change roles via your joiners, leavers and movers process and at regular intervals - at least annually."
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Achieved,"All user, device and systems access to network and information systems supporting your essential function(s) is logged and monitored."
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Achieved,You regularly review access logs and correlate this data with other access records and expected activity.
B,B2,Identity and Access Control,B2.d,Identity and Access Management (IdAM),Achieved,"Attempts by unauthorised users, devices or systems to connect to network and information systems supporting your essential function(s) are alerted, promptly assessed and investigated."
B,B3,Data Security,B3.a,Understanding Data,Not Achieved,You have incomplete knowledge of what data is used by and produced in the operation of network and information systems supporting your essential function(s).
B,B3,Data Security,B3.a,Understanding Data,Not Achieved,You have not identified the important data on which network and information systems supporting your essential function(s) relies.
B,B3,Data Security,B3.a,Understanding Data,Not Achieved,You have not identified who has access to data important to the operation of network and information systems supporting your essential function(s).
B,B3,Data Security,B3.a,Understanding Data,Not Achieved,You have not clearly articulated the impact of data compromise or lack of availability.
B,B3,Data Security,B3.a,Understanding Data,Partially Achieved,"You have identified and catalogued all the data important to the operation of network and information systems supporting your essential function(s), or that would assist a threat actor."
B,B3,Data Security,B3.a,Understanding Data,Partially Achieved,You have identified and catalogued who has access to the data important to the operation of network and information systems supporting your essential function(s).
B,B3,Data Security,B3.a,Understanding Data,Partially Achieved,"You regularly review location, transmission, quantity and quality of data important to the operation of network and information systems supporting your essential function(s)."
B,B3,Data Security,B3.a,Understanding Data,Partially Achieved,You have identified all mobile devices and media that hold data important to the operation of network and information systems supporting your essential function(s).
B,B3,Data Security,B3.a,Understanding Data,Partially Achieved,"You understand and document the impact on your essential function(s) of all relevant scenarios, including unauthorised data access, uncontrolled release, modification or deletion, or when authorised users are unable to appropriately access this data."
B,B3,Data Security,B3.a,Understanding Data,Partially Achieved,You occasionally validate these documented impact statements.
B,B3,Data Security,B3.a,Understanding Data,Achieved,"You have identified and catalogued all the data important to the operation of network and information systems supporting your essential function(s), or that would assist a threat actor."
B,B3,Data Security,B3.a,Understanding Data,Achieved,You have identified and catalogued who has access to the data important to the operation of network and information systems supporting your essential function(s).
B,B3,Data Security,B3.a,Understanding Data,Achieved,"You maintain a current understanding of the location, quantity and quality of data important to the operation of network and information systems supporting your essential function(s)."
B,B3,Data Security,B3.a,Understanding Data,Achieved,You take steps to remove or minimise unnecessary copies or unneeded historic data.
B,B3,Data Security,B3.a,Understanding Data,Achieved,You have identified all mobile devices and media that may hold data important to the operation of network and information systems supporting your essential function(s).
B,B3,Data Security,B3.a,Understanding Data,Achieved,You maintain a current understanding of the data links used to transmit data that is important to network and information systems supporting your essential function(s).
B,B3,Data Security,B3.a,Understanding Data,Achieved,"You understand the context, limitations and dependencies of your important data."
B,B3,Data Security,B3.a,Understanding Data,Achieved,"You understand and document the impact on your essential function(s) of all relevant scenarios, including unauthorised data access, uncontrolled release, modification or deletion, or when authorised users are unable to appropriately access this data."
B,B3,Data Security,B3.a,Understanding Data,Achieved,"You validate these documented impact statements regularly, at least annually."
B,B3,Data Security,B3.b,Data in Transit,Not Achieved,"You do not know what all your data links are, or which carry data important to the operation of the essential function(s)."
B,B3,Data Security,B3.b,Data in Transit,Not Achieved,Data important to the operation of the essential function(s) travels without technical protection over non-trusted or openly accessible carriers.
B,B3,Data Security,B3.b,Data in Transit,Not Achieved,"Critical data paths that could fail, be jammed, be overloaded, etc. have no alternative path."
B,B3,Data Security,B3.b,Data in Transit,Partially Achieved,You have identified and protected (effectively and proportionately) all the data links that carry data important to the operation of your essential function(s).
B,B3,Data Security,B3.b,Data in Transit,Partially Achieved,"You apply appropriate physical and / or technical means (e.g. cryptography) to protect data that travels over non-trusted or openly accessible carriers, but you have limited or no confidence in the robustness of the protection applied."
B,B3,Data Security,B3.b,Data in Transit,Achieved,You have identified and protected (effectively and proportionately) all the data links that carry data important to the operation of your essential function(s).
B,B3,Data Security,B3.b,Data in Transit,Achieved,"You apply appropriate physical and / or technical means (e.g. cryptography) to protect data that travels over nontrusted or openly accessible carriers, with justified confidence in the robustness of the protection applied."
B,B3,Data Security,B3.b,Data in Transit,Achieved,"Suitable alternative transmission paths are available where there is a significant risk of impact on the operation of the essential function(s) due to resource limitation (e.g. transmission equipment or function failure, or important data being blocked or jammed)."
B,B3,Data Security,B3.c,Stored Data,Not Achieved,"You have no, or limited, knowledge of where data important to the operation of network and information systems supporting your essential function(s) is stored."
B,B3,Data Security,B3.c,Stored Data,Not Achieved,You have not protected vulnerable stored data important to the operation of network and information systems supporting your essential function(s) in a suitable way.
B,B3,Data Security,B3.c,Stored Data,Not Achieved,"Backups are incomplete, untested, not adequately secured or could be inaccessible in a disaster recovery or business continuity situation."
B,B3,Data Security,B3.c,Stored Data,Partially Achieved,"All copies of data important to the operation of network and information systems supporting your essential function(s) are necessary. Where this important data is transferred to less secure systems, the data is provided with limited detail and / or as a read-only copy."
B,B3,Data Security,B3.c,Stored Data,Partially Achieved,"You have applied suitable physical and / or technical means to protect this important stored data from unauthorised access, modification or deletion."
B,B3,Data Security,B3.c,Stored Data,Partially Achieved,"If cryptographic protections are used you apply suitable technical and procedural means, but you have limited or no confidence in the robustness of the protection applied."
B,B3,Data Security,B3.c,Stored Data,Partially Achieved,"You have suitable, secured backups of data to allow the operation of network and information systems supporting your essential function(s) to continue should the original data not be available. This may include off-line or segregated backups, or appropriate alternative forms such as paper copies."
B,B3,Data Security,B3.c,Stored Data,Achieved,"All copies of data important to the operation of network and information systems supporting your essential function(s) are necessary. Where this important data is transferred to less secure systems, the data is provided with limited detail and / or as a read-only copy."
B,B3,Data Security,B3.c,Stored Data,Achieved,"You have applied suitable physical and / or technical means to protect this important stored data from unauthorised access, modification or deletion."
B,B3,Data Security,B3.c,Stored Data,Achieved,"If cryptographic protections are used you apply suitable technical and procedural means, and you have justified confidence in the robustness of the protection applied."
B,B3,Data Security,B3.c,Stored Data,Achieved,"You have suitable, secured backups of data to allow the operation of network and information systems supporting your essential function(s) to continue should the original data not be available. This may include off-line or segregated backups, or appropriate alternative forms such as paper copies."
B,B3,Data Security,B3.c,Stored Data,Achieved,Necessary historic or archive data is suitably secured in storage.
B,B3,Data Security,B3.d,Mobile Data,Not Achieved,You do not know which mobile devices may hold data important to the operation of network and information systems supporting your essential function(s).
B,B3,Data Security,B3.d,Mobile Data,Not Achieved,"You allow data important to the operation of network and information systems supporting your essential function(s) to be stored on devices not managed by your organisation, or to at least equivalent standard."
B,B3,Data Security,B3.d,Mobile Data,Not Achieved,"Data on mobile devices is not technically secured, or only some is secured."
B,B3,Data Security,B3.d,Mobile Data,Partially Achieved,You know which mobile devices hold data important to the operation of network and information systems supporting your essential function(s).
B,B3,Data Security,B3.d,Mobile Data,Partially Achieved,Data important to the operation of network and information systems supporting your essential function(s) is stored on mobile devices only when they have at least the security standard aligned to your overarching security policies.
B,B3,Data Security,B3.d,Mobile Data,Partially Achieved,Data on mobile devices is technically secured.
B,B3,Data Security,B3.d,Mobile Data,Achieved,"Mobile devices that hold data that is important to the operation of network and information systems supporting your essential function(s) are catalogued, are under your organisation's control and configured according to best practice for the platform, with appropriate technical and procedural policies in place."
B,B3,Data Security,B3.d,Mobile Data,Achieved,Your organisation can remotely wipe all mobile devices holding data important to the operation of network and information systems supporting your essential function(s).
B,B3,Data Security,B3.d,Mobile Data,Achieved,You have minimised this data on these mobile devices. Some data may be automatically deleted off mobile devices after a certain period.
B,B3,Data Security,B3.e,Media / Equipment Sanitisation,Not Achieved,"Some or all devices, equipment or removable media that hold data important to the operation of network and information systems supporting your essential function(s) are reused or disposed of without sanitisation of that data."
B,B3,Data Security,B3.e,Media / Equipment Sanitisation,Partially Achieved,"Data important to the operations of network and information systems supporting your essential function(s) is removed from all devices, equipment and removable media before reuse and / or disposal."
B,B3,Data Security,B3.e,Media / Equipment Sanitisation,Achieved,You catalogue and track all devices that contain data important to the operation of network and information systems supporting your essential function(s) (whether a specific storage device or one with integral storage).
B,B3,Data Security,B3.e,Media / Equipment Sanitisation,Achieved,"Data important to the operation of network and information systems supporting your essential function(s) is removed from all devices, equipment and removable media before reuse and / or disposal using an assured product or service."
B,B4,System Security,B4.a,Secure by Design,Not Achieved,Network and information systems supporting the operation of the essential function(s) are not appropriately segregated from other systems.
B,B4,System Security,B4.a,Secure by Design,Not Achieved,"Internet services, such as browsing and email are accessible from network and information systems supporting your essential function(s)."
B,B4,System Security,B4.a,Secure by Design,Not Achieved,"Data flows between network and information systems supporting your essential function(s) and other systems are complex, making it hard to discriminate between legitimate and illegitimate / malicious traffic."
B,B4,System Security,B4.a,Secure by Design,Not Achieved,Remote or third-party accesses circumvent some network controls to gain more direct access to network and information systems supporting the essential function(s).
B,B4,System Security,B4.a,Secure by Design,Partially Achieved,You employ appropriate expertise to design network and information systems supporting your essential function(s).
B,B4,System Security,B4.a,Secure by Design,Partially Achieved,You design strong boundary defences where network and information systems interface with other organisations or the world at large.
B,B4,System Security,B4.a,Secure by Design,Partially Achieved,You design simple data flows between network and information systems and any external interface to enable effective monitoring.
B,B4,System Security,B4.a,Secure by Design,Partially Achieved,You design to make network and information system recovery simple.
B,B4,System Security,B4.a,Secure by Design,Partially Achieved,"All inputs to network and information systems supporting your essential function(s) are checked and validated at the network boundary where possible, or additional monitoring is in place for content-based attacks."
B,B4,System Security,B4.a,Secure by Design,Achieved,You employ appropriate expertise to design network and information systems supporting your essential function(s).
B,B4,System Security,B4.a,Secure by Design,Achieved,"Network and information systems are segregated into appropriate security zones (e.g. systems supporting the essential function(s) are segregated in a highly trusted, more secure zone)."
B,B4,System Security,B4.a,Secure by Design,Achieved,The network and information systems supporting your essential function(s) are designed to have simple data flows between components to support effective security monitoring.
B,B4,System Security,B4.a,Secure by Design,Achieved,The network and information systems supporting your essential function(s) are designed to be easy to recover.
B,B4,System Security,B4.a,Secure by Design,Achieved,Content-based attacks are mitigated for all inputs to network and information systems that affect the essential function(s) (e.g. via transformation and inspection / santisation and validation).
B,B4,System Security,B4.a,Secure by Design,Achieved,"If automated decision-making technologies are in use, you design and apply appropriate restrictions to prevent actions that could have an adverse impact on network and information systems supporting your essential function(s)."
B,B4,System Security,B4.b,Secure Configuration,Not Achieved,You have not identified the assets that need to be carefully configured to maintain the security of network and information systems supporting your essential function(s).
B,B4,System Security,B4.b,Secure Configuration,Not Achieved,Policies relating to the security of operating system builds or configuration are not applied consistently across network and information systems relating to your essential function(s).
B,B4,System Security,B4.b,Secure Configuration,Not Achieved,Configuration details are not recorded or lack enough information to be able to rebuild the system or device.
B,B4,System Security,B4.b,Secure Configuration,Not Achieved,The recording of security changes or adjustments that affect your essential function(s) is lacking or inconsistent.
B,B4,System Security,B4.b,Secure Configuration,Not Achieved,"Generic, shared, default name and built-in accounts have not been removed or disabled."
B,B4,System Security,B4.b,Secure Configuration,Not Achieved,Standard users are able to change settings that would adversely impact the security of network and information systems supporting your essential function(s).
B,B4,System Security,B4.b,Secure Configuration,Partially Achieved,You have identified and documented the assets that need to be carefully configured to maintain the security of network and information systems supporting your essential function(s).
B,B4,System Security,B4.b,Secure Configuration,Partially Achieved,Secure platform and device builds are used across the estate.
B,B4,System Security,B4.b,Secure Configuration,Partially Achieved,"Consistent, secure and minimal system and device configurations are applied across the same types of environment."
B,B4,System Security,B4.b,Secure Configuration,Partially Achieved,Changes and adjustments to security configurations at security boundaries of network and information systems supporting your essential function(s) are approved and documented.
B,B4,System Security,B4.b,Secure Configuration,Partially Achieved,You verify software before installation is permitted.
B,B4,System Security,B4.b,Secure Configuration,Partially Achieved,"Generic, shared, default name and built-in accounts have been removed or disabled. Where this is not possible, credentials to these accounts have been changed. Service accounts are appropriately protected."
B,B4,System Security,B4.b,Secure Configuration,Partially Achieved,Standard users are not able to change settings that would adversely impact the security of network and information systems supporting your essential function(s).
B,B4,System Security,B4.b,Secure Configuration,Achieved,"You have identified, documented and actively manage (e.g. maintain security configurations, patching, updating according to good practice) the assets that need to be carefully configured to maintain the security of network and information systems supporting your essential function(s)."
B,B4,System Security,B4.b,Secure Configuration,Achieved,"All platforms conform to your secure, defined baseline build, or the latest known good configuration version for that environment."
B,B4,System Security,B4.b,Secure Configuration,Achieved,"You closely and effectively manage changes in your environment, ensuring that network and information systems configurations are secure and documented."
B,B4,System Security,B4.b,Secure Configuration,Achieved,"You regularly review and validate that network and information systems have the expected, secure settings and configuration."
B,B4,System Security,B4.b,Secure Configuration,Achieved,Only permitted software can be installed.
B,B4,System Security,B4.b,Secure Configuration,Achieved,"If automated decision-making technologies are in use, their operation is well understood, and decisions can be replicated."
B,B4,System Security,B4.b,Secure Configuration,Achieved,"Generic, shared, default name and built-in accounts have been removed or disabled. Where this is not possible, credentials to these accounts have been changed. Service accounts are appropriately protected."
B,B4,System Security,B4.c,Secure Management,Not Achieved,Your systems and devices supporting the operation of the essential function(s) are administered or maintained from devices that are not corporately owned and managed.
B,B4,System Security,B4.c,Secure Management,Not Achieved,You do not have good or current technical documentation of network and information systems.
B,B4,System Security,B4.c,Secure Management,Partially Achieved,"Your systems and devices supporting the operation of the essential function(s) are only administered or maintained by authorised privileged users from devices sufficiently separated, using a risk-based approach, from the activities of standard users."
B,B4,System Security,B4.c,Secure Management,Partially Achieved,"Technical knowledge about network and information systems, such as documentation and network diagrams, is regularly reviewed and updated."
B,B4,System Security,B4.c,Secure Management,Partially Achieved,"You prevent, detect and remove malware, and unauthorised software. You use technical, procedural and physical measures as necessary."
B,B4,System Security,B4.c,Secure Management,Achieved,"Your systems and devices supporting the operation of the essential function(s) are only administered or maintained by authorised privileged users from highly trusted devices, such as Privileged Access Workstations, dedicated solely to those operations."
B,B4,System Security,B4.c,Secure Management,Achieved,"You regularly review and update technical knowledge about network and information systems, such as documentation and network diagrams, and ensure they are securely stored."
B,B4,System Security,B4.c,Secure Management,Achieved,"You prevent, detect and remove malware, and unauthorised software. You use technical, procedural and physical measures as necessary."
B,B4,System Security,B4.d,Vulnerability Management,Not Achieved,You do not understand the exposure of network and information systems supporting your essential function(s) to publicly known vulnerabilities.
B,B4,System Security,B4.d,Vulnerability Management,Not Achieved,You do not mitigate externally exposed vulnerabilities promptly.
B,B4,System Security,B4.d,Vulnerability Management,Not Achieved,You have not recently tested to verify your understanding of the vulnerabilities of network and information systems that support your essential function(s).
B,B4,System Security,B4.d,Vulnerability Management,Not Achieved,You have not suitably mitigated systems or software that is no longer supported.
B,B4,System Security,B4.d,Vulnerability Management,Not Achieved,You are not pursuing replacement for unsupported systems or software.
B,B4,System Security,B4.d,Vulnerability Management,Partially Achieved,You maintain a current understanding of the exposure of network and information systems supporting your essential function(s) to publicly-known vulnerabilities.
B,B4,System Security,B4.d,Vulnerability Management,Partially Achieved,"Announced vulnerabilities for all software packages used in network and information systems supporting your essential function(s) are tracked, prioritised and externally exposed vulnerabilities are mitigated (e.g. by patching) promptly."
B,B4,System Security,B4.d,Vulnerability Management,Partially Achieved,Some vulnerabilities that are not externally exposed have temporary mitigations for an extended period.
B,B4,System Security,B4.d,Vulnerability Management,Partially Achieved,You have temporary mitigations for unsupported systems and software while pursuing migration to supported technology.
B,B4,System Security,B4.d,Vulnerability Management,Partially Achieved,You regularly test to fully understand the vulnerabilities of network and information systems that support the operation of your essential function(s).
B,B4,System Security,B4.d,Vulnerability Management,Achieved,You maintain a current understanding of the exposure of network and information systems supporting your essential function(s) to publicly known vulnerabilities.
B,B4,System Security,B4.d,Vulnerability Management,Achieved,"Announced vulnerabilities for all software packages used in network and information systems supporting your essential function(s) are tracked, prioritised and mitigated (e.g. by patching) promptly."
B,B4,System Security,B4.d,Vulnerability Management,Achieved,You regularly test to fully understand the vulnerabilities of network and information systems that support the operation of your essential function(s) and verify this understanding with third-party testing.
B,B4,System Security,B4.d,Vulnerability Management,Achieved,"You actively maximise the use of supported software, firmware and hardware in network and information systems supporting your essential function(s)."
B,B5,Resilient Networks and Systems,B5.a,Resilience Preparation,Not Achieved,You have limited understanding of all the elements that are required to restore operation of network and information systems supporting your essential function(s).
B,B5,Resilient Networks and Systems,B5.a,Resilience Preparation,Not Achieved,"You have not completed business continuity and disaster recovery plans for network and information systems, including their dependencies, supporting the operation of the essential function(s)."
B,B5,Resilient Networks and Systems,B5.a,Resilience Preparation,Not Achieved,You have not fully assessed the practical implementation of your business continuity and disaster recovery plans.
B,B5,Resilient Networks and Systems,B5.a,Resilience Preparation,Partially Achieved,"You know all network and information systems, and underlying technologies, that are necessary to restore the operation of your essential function(s) and understand their interdependence."
B,B5,Resilient Networks and Systems,B5.a,Resilience Preparation,Partially Achieved,You know the order in which systems need to be recovered to efficiently and effectively restore the operation of the essential function(s).
B,B5,Resilient Networks and Systems,B5.a,Resilience Preparation,Achieved,"You have business continuity and disaster recovery plans that have been tested for practicality, effectiveness and completeness. Appropriate use is made of different test methods (e.g. manual failover, table-top exercises, or red-teaming)."
B,B5,Resilient Networks and Systems,B5.a,Resilience Preparation,Achieved,"You use your security awareness and threat intelligence sources to identify new or heightened levels of risk, which result in immediate and potentially temporary security measures to enhance the security of network and information systems supporting your essential function(s), (e.g. in response to a widespread outbreak of very damaging malware)."
B,B5,Resilient Networks and Systems,B5.b,Design for Resilience,Not Achieved,Network and information systems supporting the operation of your essential function(s) are not appropriately segregated.
B,B5,Resilient Networks and Systems,B5.b,Design for Resilience,Not Achieved,"Internet services, such as browsing and email, are accessible from network and information systems supporting your essential function(s)."
B,B5,Resilient Networks and Systems,B5.b,Design for Resilience,Not Achieved,You do not understand or lack plans to mitigate all resource limitations that could adversely affect your essential function(s).
B,B5,Resilient Networks and Systems,B5.b,Design for Resilience,Partially Achieved,Network and information systems supporting the operation of your essential function(s) are logically separated from your business systems (e.g. they reside on the same network as the rest of the organisation but within a DMZ). 
B,B5,Resilient Networks and Systems,B5.b,Design for Resilience,Partially Achieved,"Internet services, such as browsing and email, are not accessible from network and information systems supporting your essential function(s)."
B,B5,Resilient Networks and Systems,B5.b,Design for Resilience,Partially Achieved,"Resource limitations (e.g. network bandwidth, single network paths) have been identified but not fully mitigated."
B,B5,Resilient Networks and Systems,B5.b,Design for Resilience,Achieved,Network and information systems supporting the operation of your essential function(s) are segregated from other business and external systems by appropriate technical and physical means (e.g. separate network and system infrastructure with independent user administration). 
B,B5,Resilient Networks and Systems,B5.b,Design for Resilience,Achieved,"Internet services, such as browsing and email, are not accessible from network and information systems supporting your essential function(s)."
B,B5,Resilient Networks and Systems,B5.b,Design for Resilience,Achieved,You have identified and mitigated all resource limitations (e.g. bandwidth limitations and single network paths).
B,B5,Resilient Networks and Systems,B5.b,Design for Resilience,Achieved,"You have identified and mitigated any geographical constraints or weaknesses. (e.g. systems that your essential function(s) depends upon are replicated in another location, important network connectivity has alternative physical paths and service providers)."
B,B5,Resilient Networks and Systems,B5.b,Design for Resilience,Achieved,"You review and update assessments of dependencies, resource and geographical limitations and mitigations when necessary."
B,B5,Resilient Networks and Systems,B5.c,Backups,Not Achieved,Backup coverage is incomplete and does not include all relevant data and information needed to restore the operation of your essential function(s).
B,B5,Resilient Networks and Systems,B5.c,Backups,Not Achieved,Backups are not frequent enough for the operation of your essential function(s) to be restored effectively.
B,B5,Resilient Networks and Systems,B5.c,Backups,Not Achieved,Your restoration process does not restore your essential function(s) in a suitable time frame.
B,B5,Resilient Networks and Systems,B5.c,Backups,Partially Achieved,"You have appropriately secured backups (including data, configuration information, software, equipment, processes and knowledge). These backups will be accessible to recover from an extreme event including ransomware attack."
B,B5,Resilient Networks and Systems,B5.c,Backups,Partially Achieved,You routinely test backups to ensure that the backup process function(s) correctly and the backups are usable.
B,B5,Resilient Networks and Systems,B5.c,Backups,Achieved,"Your comprehensive, automatic and tested technical and procedural backups are secured at centrally accessible or secondary sites to recover from an extreme event."
B,B5,Resilient Networks and Systems,B5.c,Backups,Achieved,"Backups of all important data and information needed to recover the essential function(s) are made, tested, documented and routinely reviewed."
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Not Achieved,People in your organisation do not understand what they contribute to the cyber security of network and information systems supporting your essential function(s).
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Not Achieved,People in your organisation do not know how to raise a concern about cyber security.
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Not Achieved,People believe that reporting issues may get them into trouble.
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Not Achieved,Your organisation's approach to cyber security is perceived by staff as hindering the business of the organisation and may encourage poor security behaviours.
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Not Achieved,Formal or informal incentives and rewards conflict with the promotion of positive security outcomes.
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Partially Achieved,"Your executive management understand and widely communicate the importance of a positive cyber security culture. Positive attitudes, behaviours and expectations are described for your organisation."
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Partially Achieved,All people in your organisation understand the contribution they make to the cyber security of network and information systems supporting your essential functions(s). 
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Partially Achieved,All individuals in your organisation know who to contact and where to access more information about cyber security. They know how to raise a cyber security issue.
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Partially Achieved,You identify and address issues that inhibit people from behaving in a manner that supports your intended cyber security outcomes.
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Achieved,"Your executive management clearly and effectively communicates the organisation's cyber security priorities and objectives to all staff. Your organisation displays positive cyber security attitudes, behaviours, expectations."
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Achieved,People in your organisation raising potential cyber security incidents and issues are treated positively.
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Achieved,Individuals at all levels in your organisation routinely report concerns or issues about cyber security and are recognised for their contribution to keeping the organisation secure.
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Achieved,Your management is seen to be committed to and actively involved in cyber security.
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Achieved,"Your organisation communicates openly about cyber security, with any concern being taken seriously."
B,B6,Staff Awareness and Training,B6.a,Cyber Security Culture,Achieved,"People across your organisation collaborate in cyber security activities and improvements, building joint ownership and bringing knowledge of their area of expertise."
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Not Achieved,There are teams who operate and support your essential function(s) that lack any cyber security training.
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Not Achieved,Cyber security training is restricted to specific roles in your organisation.
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Not Achieved,Cyber security training records for your organisation are lacking or incomplete.
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Not Achieved,Training is used as a 'silver bullet' for all user security behaviours.
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Not Achieved,"The success of training is only measured by the number of people reached, rather than assessing whether it has a positive impact on security behaviours."
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Not Achieved,"Training materials contain out of date or contradictory information, or information that conflicts with other policies, processes or procedures."
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Partially Achieved,"You have defined appropriate cyber security training and awareness activities for all roles in your organisation, from executives to the most junior roles."
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Partially Achieved,You use a range of teaching and communication techniques for cyber security training and awareness to reach the widest audience effectively.
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Partially Achieved,Cyber security information is easily available.
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Achieved,"All people in your organisation, from the most senior to the most junior, follow appropriate cyber security training paths."
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Achieved,Each individuals cyber security training is tracked and refreshed at suitable intervals.
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Achieved,You routinely evaluate your cyber security training and awareness activities to ensure they reach the widest audience and are effective.
B,B6,Staff Awareness and Training,B6.b,Cyber Security Training,Achieved,"You make cyber security information and good practice guidance easily accessible, widely available and you know it is referenced and used within your organisation."
